timestamp,label
2024-03-08 15:31:47.146,Sub-level 1 Start
2024-03-08 15:32:05.180,Sub-level 2 Start
2024-03-08 15:32:29.243,Sub-level 3 Start
2024-03-08 15:33:05.319,Sub-level 4 Start
2024-03-08 15:33:35.380,Sub-level 5 Start
2024-03-08 15:34:05.421,Sub-level 6 Start
2024-03-08 15:34:47.498,Sub-level 7 Start
2024-03-08 15:35:23.549,Sub-level 8 Start
2024-03-08 15:36:05.636,Sub-level 9 Start
2024-03-08 15:36:35.683,Sub-level 10 Start
2024-03-08 15:37:23.772,Sub-level 11 Start
2024-03-08 15:38:23.897,Sub-level 12 Start
2024-03-08 15:38:59.960,Sub-level 13 Start
2024-03-08 15:40:18.093,Sub-level 14 Start
2024-03-08 15:41:00.136,Sub-level 15 Start
2024-03-08 15:41:42.197,Sub-level 16 Start
