timestamp,label
2023-12-04 05:31:07.609,Sub-level 1 Start
2023-12-04 05:31:43.665,Sub-level 2 Start
2023-12-04 05:32:07.705,Sub-level 3 Start
2023-12-04 05:32:37.736,Sub-level 4 Start
2023-12-04 05:33:07.795,Sub-level 5 Start
2023-12-04 05:33:31.828,Sub-level 6 Start
2023-12-04 05:33:49.861,Sub-level 7 Start
2023-12-04 05:34:37.960,Sub-level 8 Start
2023-12-04 05:35:14.046,Sub-level 9 Start
2023-12-04 05:35:38.120,Sub-level 10 Start
2023-12-04 05:36:26.209,Sub-level 11 Start
2023-12-04 05:37:20.316,Sub-level 12 Start
2023-12-04 05:37:56.393,Sub-level 13 Start
2023-12-04 05:39:38.569,Sub-level 14 Start
2023-12-04 05:40:20.648,Sub-level 15 Start
2023-12-04 05:41:02.751,Sub-level 16 Start
2023-12-04 05:41:38.817,Sub-level 17 Start
2023-12-04 05:42:02.834,Sub-level 18 Start
