timestamp,label
2024-10-12 11:35:05.051,Sub-level 1 Start
2024-10-12 11:35:17.102,Sub-level 2 Start
2024-10-12 11:35:33.098,Sub-level 3 Start
2024-10-12 11:36:05.179,Sub-level 4 Start
2024-10-12 11:36:11.179,Sub-level 5 Start
2024-10-12 11:36:27.207,Sub-level 6 Start
2024-10-12 11:36:41.228,Sub-level 7 Start
2024-10-12 11:37:05.297,Sub-level 8 Start
2024-10-12 11:37:29.327,Sub-level 9 Start
2024-10-12 11:37:45.342,Sub-level 10 Start
2024-10-12 11:38:19.389,Sub-level 11 Start
2024-10-12 11:38:57.478,Sub-level 12 Start
2024-10-12 11:39:25.522,Sub-level 13 Start
2024-10-12 11:40:11.626,Sub-level 14 Start
2024-10-12 11:40:47.662,Sub-level 15 Start
2024-10-12 11:41:17.705,Sub-level 16 Start
2024-10-12 11:41:43.742,Sub-level 17 Start
2024-10-12 11:41:59.772,Sub-level 18 Start
2024-10-12 11:42:34.019,Sub-level 19 Start
2024-10-12 11:42:56.046,Sub-level 20 Start
2024-10-12 11:43:18.085,Sub-level 21 Start
2024-10-12 11:43:42.130,Sub-level 22 Start
2024-10-12 11:44:16.228,Sub-level 23 Start
2024-10-12 11:44:38.276,Sub-level 24 Start
