timestamp,label
2024-06-15 09:13:42.814,Sub-level 1 Start
2024-06-15 09:03:53.261,Sub-level 2 Start
2024-06-15 09:04:41.413,Sub-level 3 Start
2024-06-15 09:05:05.475,Sub-level 4 Start
2024-06-15 09:06:05.652,Sub-level 5 Start
2024-06-15 09:06:47.741,Sub-level 6 Start
2024-06-15 09:07:17.828,Sub-level 7 Start
2024-06-15 09:07:53.919,Sub-level 8 Start
2024-06-15 09:08:11.981,Sub-level 9 Start
2024-06-15 09:08:36.019,Sub-level 10 Start
2024-06-15 09:09:12.122,Sub-level 11 Start
2024-06-15 09:09:42.211,Sub-level 12 Start
2024-06-15 09:10:06.274,Sub-level 13 Start
2024-06-15 09:10:54.418,Sub-level 14 Start
2024-06-15 09:11:18.469,Sub-level 15 Start
2024-06-15 09:11:54.552,Sub-level 16 Start
2024-06-15 09:12:24.636,Sub-level 17 Start
2024-06-15 09:13:12.731,Sub-level 18 Start
