timestamp,label
2023-08-08 13:02:37.293,Sub-level 1 Start
2023-08-08 13:03:07.339,Sub-level 2 Start
2023-08-08 13:03:31.405,Sub-level 3 Start
2023-08-08 13:03:49.453,Sub-level 4 Start
2023-08-08 13:04:13.471,Sub-level 5 Start
2023-08-08 13:04:37.526,Sub-level 6 Start
2023-08-08 13:04:55.552,Sub-level 7 Start
2023-08-08 13:05:31.635,Sub-level 8 Start
2023-08-08 13:05:55.670,Sub-level 9 Start
2023-08-08 13:06:19.735,Sub-level 10 Start
2023-08-08 13:06:55.828,Sub-level 11 Start
2023-08-08 13:08:13.990,Sub-level 12 Start
2023-08-08 13:08:44.060,Sub-level 13 Start
2023-08-08 13:10:08.202,Sub-level 14 Start
2023-08-08 13:10:50.281,Sub-level 15 Start
2023-08-08 13:11:14.330,Sub-level 16 Start
2023-08-08 13:11:50.396,Sub-level 17 Start
2023-08-08 13:12:14.440,Sub-level 18 Start
