timestamp,label
2023-12-20 04:04:53.667,Sub-level 1 Start
2023-12-20 04:06:06.145,Sub-level 2 Start
2023-12-20 04:06:18.170,Sub-level 3 Start
2023-12-20 04:06:36.207,Sub-level 4 Start
2023-12-20 04:07:12.281,Sub-level 5 Start
2023-12-20 03:44:32.821,Sub-level 6 Start
2023-12-20 03:45:38.955,Sub-level 7 Start
2023-12-20 03:46:33.077,Sub-level 8 Start
2023-12-20 03:47:09.155,Sub-level 9 Start
2023-12-20 03:47:45.240,Sub-level 10 Start
2023-12-20 03:48:21.313,Sub-level 11 Start
2023-12-20 03:49:03.384,Sub-level 12 Start
2023-12-20 03:51:21.661,Sub-level 13 Start
2023-12-20 03:51:57.728,Sub-level 14 Start
2023-12-20 03:53:04.143,Sub-level 15 Start
2023-12-20 03:53:40.205,Sub-level 16 Start
2023-12-20 03:57:04.700,Sub-level 17 Start
2023-12-20 03:57:46.765,Sub-level 18 Start
2023-12-20 04:04:17.586,Sub-level 19 Start
2023-12-20 04:14:53.667,10-minute mark
