timestamp,label
2023-12-12 00:24:05.641,Sub-level 1 Start
2023-12-12 00:24:23.670,Sub-level 2 Start
2023-12-12 00:24:59.720,Sub-level 3 Start
2023-12-12 00:25:41.774,Sub-level 4 Start
2023-12-12 00:26:11.814,Sub-level 5 Start
2023-12-12 00:27:05.871,Sub-level 6 Start
2023-12-12 00:27:47.918,Sub-level 7 Start
2023-12-12 00:28:23.959,Sub-level 8 Start
2023-12-12 00:28:54.014,Sub-level 9 Start
2023-12-12 00:29:18.041,Sub-level 10 Start
2023-12-12 00:29:54.096,Sub-level 11 Start
2023-12-12 00:30:30.160,Sub-level 12 Start
2023-12-12 00:30:54.216,Sub-level 13 Start
2023-12-12 00:31:24.254,Sub-level 14 Start
2023-12-12 00:32:00.310,Sub-level 15 Start
2023-12-12 00:32:24.357,Sub-level 16 Start
2023-12-12 00:33:12.444,Sub-level 17 Start
2023-12-12 00:33:42.510,Sub-level 18 Start
