timestamp,label
2024-06-25 11:06:53.204,Sub-level 1 Start
2024-06-25 11:07:53.542,Sub-level 2 Start
2024-06-25 11:08:59.814,Sub-level 3 Start
2024-06-25 11:09:41.913,Sub-level 4 Start
2024-06-25 11:10:36.059,Sub-level 5 Start
2024-06-25 11:11:24.171,Sub-level 6 Start
2024-06-25 11:11:54.276,Sub-level 7 Start
2024-06-25 11:12:36.361,Sub-level 8 Start
2024-06-25 11:13:18.477,Sub-level 9 Start
2024-06-25 11:13:42.541,Sub-level 10 Start
2024-06-25 11:14:42.805,Sub-level 11 Start
2024-06-25 11:17:07.702,Sub-level 12 Start
