timestamp,label
2024-03-11 06:05:08.294,Sub-level 1 Start
2024-03-11 06:05:38.361,Sub-level 2 Start
2024-03-11 06:06:02.401,Sub-level 3 Start
2024-03-11 06:06:20.436,Sub-level 4 Start
2024-03-11 06:06:38.473,Sub-level 5 Start
2024-03-11 06:07:02.521,Sub-level 6 Start
2024-03-11 06:07:14.551,Sub-level 7 Start
2024-03-11 06:07:44.605,Sub-level 8 Start
2024-03-11 06:08:14.659,Sub-level 9 Start
2024-03-11 06:08:32.693,Sub-level 10 Start
2024-03-11 06:09:14.765,Sub-level 11 Start
2024-03-11 06:10:02.851,Sub-level 12 Start
2024-03-11 06:10:44.942,Sub-level 13 Start
2024-03-11 06:11:39.042,Sub-level 14 Start
2024-03-11 06:12:15.120,Sub-level 15 Start
2024-03-11 06:12:45.177,Sub-level 16 Start
2024-03-11 06:13:21.244,Sub-level 17 Start
2024-03-11 06:13:39.276,Sub-level 18 Start
2024-03-11 06:14:09.316,Sub-level 19 Start
2024-03-11 06:14:39.360,Sub-level 20 Start
2024-03-11 06:15:03.405,Sub-level 21 Start
