timestamp,label
2023-08-12 21:45:55.665,Sub-level 1 Start
2023-08-12 21:46:15.720,Sub-level 2 Start
2023-08-12 21:46:57.885,Sub-level 3 Start
2023-08-12 21:47:34.011,Sub-level 4 Start
2023-08-12 21:47:58.103,Sub-level 5 Start
2023-08-12 21:49:04.340,Sub-level 6 Start
2023-08-12 21:50:04.502,Sub-level 7 Start
2023-08-12 21:50:40.624,Sub-level 8 Start
2023-08-12 21:51:58.874,Sub-level 9 Start
2023-08-12 21:53:05.103,Sub-level 10 Start
2023-08-12 21:53:47.248,Sub-level 11 Start
2023-08-12 21:54:41.437,Sub-level 12 Start
2023-08-12 21:55:11.538,Sub-level 13 Start
2023-08-12 21:55:47.648,Sub-level 14 Start
