timestamp,label
2024-03-04 13:00:52.809,Sub-level 1 Start
2024-03-04 13:01:16.866,Sub-level 2 Start
2024-03-04 13:01:34.905,Sub-level 3 Start
2024-03-04 13:01:52.930,Sub-level 4 Start
2024-03-04 13:02:10.974,Sub-level 5 Start
2024-03-04 13:02:35.018,Sub-level 6 Start
2024-03-04 13:02:47.041,Sub-level 7 Start
2024-03-04 13:03:29.131,Sub-level 8 Start
2024-03-04 13:03:59.213,Sub-level 9 Start
2024-03-04 13:04:29.264,Sub-level 10 Start
2024-03-04 13:05:05.336,Sub-level 11 Start
2024-03-04 13:05:53.431,Sub-level 12 Start
2024-03-04 13:06:23.504,Sub-level 13 Start
2024-03-04 13:07:23.612,Sub-level 14 Start
2024-03-04 13:08:05.687,Sub-level 15 Start
2024-03-04 13:08:47.773,Sub-level 16 Start
2024-03-04 13:09:29.858,Sub-level 17 Start
2024-03-04 13:10:17.961,Sub-level 18 Start
2024-03-04 12:59:22.613,Sub-level 19 Start
2024-03-04 12:59:58.701,Sub-level 20 Start
2024-03-04 13:00:10.715,Sub-level 21 Start
2024-03-04 13:10:54.033,Sub-level 22 Start
2024-03-04 13:11:42.126,Sub-level 23 Start
2024-03-04 13:10:52.809,10-minute mark
