timestamp,label
2024-10-14 11:54:03.642,Sub-level 1 Start
2024-10-14 11:54:19.652,Sub-level 2 Start
2024-10-14 11:54:27.675,Sub-level 3 Start
2024-10-14 11:54:39.709,Sub-level 4 Start
2024-10-14 11:54:53.731,Sub-level 5 Start
2024-10-14 11:55:07.759,Sub-level 6 Start
2024-10-14 11:55:21.802,Sub-level 7 Start
2024-10-14 11:55:45.851,Sub-level 8 Start
2024-10-14 11:56:03.879,Sub-level 9 Start
2024-10-14 11:56:21.914,Sub-level 10 Start
2024-10-14 11:56:51.983,Sub-level 11 Start
2024-10-14 11:57:29.074,Sub-level 12 Start
2024-10-14 11:57:46.132,Sub-level 13 Start
2024-10-14 11:58:32.241,Sub-level 14 Start
2024-10-14 11:59:02.323,Sub-level 15 Start
2024-10-14 11:59:26.387,Sub-level 16 Start
2024-10-14 11:59:52.483,Sub-level 17 Start
2024-10-14 12:00:08.497,Sub-level 18 Start
2024-10-14 12:00:26.547,Sub-level 19 Start
2024-10-14 12:00:52.643,Sub-level 20 Start
2024-10-14 12:01:10.699,Sub-level 21 Start
2024-10-14 12:01:30.737,Sub-level 22 Start
2024-10-14 12:02:00.824,Sub-level 23 Start
2024-10-14 12:02:22.904,Sub-level 24 Start
2024-10-14 12:02:44.948,Sub-level 25 Start
2024-10-14 12:03:05.012,Sub-level 26 Start
2024-10-14 12:03:45.133,Sub-level 27 Start
