timestamp,label
2024-10-12 23:22:34.842,Sub-level 1 Start
2024-10-12 23:22:46.885,Sub-level 2 Start
2024-10-12 23:23:00.895,Sub-level 3 Start
2024-10-12 23:23:19.037,Sub-level 4 Start
2024-10-12 23:23:30.948,Sub-level 5 Start
2024-10-12 23:23:46.999,Sub-level 6 Start
2024-10-12 23:24:05.028,Sub-level 7 Start
2024-10-12 23:24:35.119,Sub-level 8 Start
2024-10-12 23:25:01.145,Sub-level 9 Start
2024-10-12 23:25:19.205,Sub-level 10 Start
2024-10-12 23:25:55.280,Sub-level 11 Start
2024-10-12 23:26:37.458,Sub-level 12 Start
2024-10-12 23:27:37.892,Sub-level 13 Start
2024-10-12 23:28:36.084,Sub-level 14 Start
2024-10-12 23:29:14.423,Sub-level 15 Start
2024-10-12 23:29:48.541,Sub-level 16 Start
2024-10-12 23:30:38.772,Sub-level 17 Start
2024-10-12 23:30:54.828,Sub-level 18 Start
2024-10-12 23:31:37.120,Sub-level 19 Start
2024-10-12 23:32:14.317,Sub-level 20 Start
2024-10-12 23:32:39.459,Sub-level 21 Start
