timestamp,label
2024-10-08 10:14:25.334,Sub-level 1 Start
2024-10-08 10:14:39.354,Sub-level 2 Start
2024-10-08 10:14:57.377,Sub-level 3 Start
2024-10-08 10:15:05.388,Sub-level 4 Start
2024-10-08 10:15:23.406,Sub-level 5 Start
2024-10-08 10:15:35.433,Sub-level 6 Start
2024-10-08 10:15:53.454,Sub-level 7 Start
2024-10-08 10:16:15.466,Sub-level 8 Start
2024-10-08 10:16:37.502,Sub-level 9 Start
2024-10-08 10:16:55.521,Sub-level 10 Start
2024-10-08 10:17:27.552,Sub-level 11 Start
2024-10-08 10:22:01.904,Sub-level 12 Start
2024-10-08 10:22:29.932,Sub-level 13 Start
2024-10-08 10:23:34.014,Sub-level 14 Start
2024-10-08 10:23:54.048,Sub-level 15 Start
2024-10-08 10:24:22.082,Sub-level 16 Start
