timestamp,label
2024-07-20 08:18:31.111,Sub-level 1 Start
2024-07-20 08:18:43.140,Sub-level 2 Start
2024-07-20 08:19:07.195,Sub-level 3 Start
2024-07-20 08:19:15.213,Sub-level 4 Start
2024-07-20 08:19:29.265,Sub-level 5 Start
2024-07-20 08:19:47.310,Sub-level 6 Start
2024-07-20 08:20:01.548,Sub-level 7 Start
2024-07-20 08:20:29.656,Sub-level 8 Start
2024-07-20 08:20:59.744,Sub-level 9 Start
2024-07-20 08:21:19.776,Sub-level 10 Start
2024-07-20 08:21:55.864,Sub-level 11 Start
2024-07-20 08:22:42.017,Sub-level 12 Start
2024-07-20 08:23:26.165,Sub-level 13 Start
2024-07-20 08:24:18.372,Sub-level 14 Start
2024-07-20 08:24:56.456,Sub-level 15 Start
2024-07-20 08:25:35.602,Sub-level 16 Start
2024-07-20 08:15:40.626,Sub-level 17 Start
2024-07-20 08:16:56.906,Sub-level 18 Start
2024-07-20 08:17:20.965,Sub-level 19 Start
2024-07-20 08:18:05.052,Sub-level 20 Start
