timestamp,label
2023-12-16 05:46:27.846,Sub-level 1 Start
2023-12-16 05:46:45.887,Sub-level 2 Start
2023-12-16 05:47:09.936,Sub-level 3 Start
2023-12-16 05:47:33.999,Sub-level 4 Start
2023-12-16 05:47:52.041,Sub-level 5 Start
2023-12-16 05:48:16.077,Sub-level 6 Start
2023-12-16 05:48:34.115,Sub-level 7 Start
2023-12-16 05:49:04.181,Sub-level 8 Start
2023-12-16 05:49:40.257,Sub-level 9 Start
2023-12-16 05:49:58.303,Sub-level 10 Start
2023-12-16 05:50:52.448,Sub-level 11 Start
2023-12-16 05:51:28.548,Sub-level 12 Start
2023-12-16 05:52:22.672,Sub-level 13 Start
2023-12-16 05:52:52.733,Sub-level 14 Start
2023-12-16 05:54:10.891,Sub-level 15 Start
2023-12-16 05:44:21.579,Sub-level 16 Start
2023-12-16 05:44:51.655,Sub-level 17 Start
2023-12-16 05:45:51.768,Sub-level 18 Start
