timestamp,label
2024-10-08 22:40:06.751,Sub-level 1 Start
2024-10-08 22:40:14.743,Sub-level 2 Start
2024-10-08 22:40:30.883,Sub-level 3 Start
2024-10-08 22:40:46.766,Sub-level 4 Start
2024-10-08 22:40:58.776,Sub-level 5 Start
2024-10-08 22:41:12.783,Sub-level 6 Start
2024-10-08 22:41:28.781,Sub-level 7 Start
2024-10-08 22:41:54.826,Sub-level 8 Start
2024-10-08 22:42:18.984,Sub-level 9 Start
2024-10-08 22:42:37.011,Sub-level 10 Start
2024-10-08 22:43:11.030,Sub-level 11 Start
2024-10-08 22:43:51.082,Sub-level 12 Start
2024-10-08 22:44:19.135,Sub-level 13 Start
2024-10-08 22:45:13.194,Sub-level 14 Start
2024-10-08 22:45:53.249,Sub-level 15 Start
2024-10-08 22:46:23.267,Sub-level 16 Start
2024-10-08 22:46:57.319,Sub-level 17 Start
2024-10-08 22:47:23.359,Sub-level 18 Start
2024-10-08 22:47:49.395,Sub-level 19 Start
2024-10-08 22:48:13.438,Sub-level 20 Start
2024-10-08 22:48:33.451,Sub-level 21 Start
2024-10-08 22:49:11.512,Sub-level 22 Start
2024-10-08 22:49:49.567,Sub-level 23 Start
