timestamp,label
2024-06-11 13:29:51.453,Sub-level 1 Start
2024-06-11 13:30:21.519,Sub-level 2 Start
2024-06-11 13:30:45.591,Sub-level 3 Start
2024-06-11 13:31:27.666,Sub-level 4 Start
2024-06-11 13:32:15.787,Sub-level 5 Start
2024-06-11 13:32:39.825,Sub-level 6 Start
2024-06-11 13:33:39.959,Sub-level 7 Start
2024-06-11 13:34:16.031,Sub-level 8 Start
2024-06-11 13:34:52.095,Sub-level 9 Start
2024-06-11 13:35:22.152,Sub-level 10 Start
2024-06-11 13:35:46.195,Sub-level 11 Start
2024-06-11 13:36:16.261,Sub-level 12 Start
2024-06-11 13:36:52.333,Sub-level 13 Start
2024-06-11 13:37:22.419,Sub-level 14 Start
2024-06-11 13:37:46.432,Sub-level 15 Start
2024-06-11 13:38:28.514,Sub-level 16 Start
2024-06-11 13:38:52.565,Sub-level 17 Start
2024-06-11 13:39:28.639,Sub-level 18 Start
