timestamp,label
2024-10-15 08:37:07.772,Sub-level 1 Start
2024-10-15 08:37:21.792,Sub-level 2 Start
2024-10-15 08:37:29.814,Sub-level 3 Start
2024-10-15 08:37:43.826,Sub-level 4 Start
2024-10-15 08:37:59.887,Sub-level 5 Start
2024-10-15 08:38:13.910,Sub-level 6 Start
2024-10-15 08:38:23.949,Sub-level 7 Start
2024-10-15 08:38:48.060,Sub-level 8 Start
2024-10-15 08:39:20.053,Sub-level 9 Start
2024-10-15 08:39:28.064,Sub-level 10 Start
2024-10-15 08:39:56.124,Sub-level 11 Start
2024-10-15 08:40:38.198,Sub-level 12 Start
2024-10-15 08:41:04.252,Sub-level 13 Start
2024-10-15 08:41:52.356,Sub-level 14 Start
2024-10-15 08:42:24.434,Sub-level 15 Start
2024-10-15 08:42:50.475,Sub-level 16 Start
2024-10-15 08:43:20.553,Sub-level 17 Start
2024-10-15 08:43:36.610,Sub-level 18 Start
2024-10-15 08:44:00.668,Sub-level 19 Start
2024-10-15 08:44:26.724,Sub-level 20 Start
2024-10-15 08:44:46.764,Sub-level 21 Start
2024-10-15 08:45:08.818,Sub-level 22 Start
2024-10-15 08:45:44.908,Sub-level 23 Start
2024-10-15 08:46:14.985,Sub-level 24 Start
2024-10-15 08:46:41.047,Sub-level 25 Start
2024-10-15 08:47:05.112,Sub-level 26 Start
