timestamp,label
2024-10-11 11:53:25.170,Sub-level 1 Start
2024-10-11 12:04:21.741,Sub-level 2 Start
2024-10-11 11:53:39.193,Sub-level 3 Start
2024-10-11 11:53:53.184,Sub-level 4 Start
2024-10-11 12:04:41.793,Sub-level 5 Start
2024-10-11 11:54:03.192,Sub-level 6 Start
2024-10-11 12:04:57.820,Sub-level 7 Start
2024-10-11 11:54:21.189,Sub-level 8 Start
2024-10-11 12:05:11.849,Sub-level 9 Start
2024-10-11 12:05:35.876,Sub-level 10 Start
2024-10-11 11:54:57.196,Sub-level 11 Start
2024-10-11 12:05:45.876,Sub-level 12 Start
2024-10-11 11:55:27.205,Sub-level 13 Start
2024-10-11 12:06:21.943,Sub-level 14 Start
2024-10-11 11:55:35.214,Sub-level 15 Start
2024-10-11 12:06:41.961,Sub-level 16 Start
2024-10-11 11:56:09.223,Sub-level 17 Start
2024-10-11 12:07:01.984,Sub-level 18 Start
2024-10-11 11:56:25.246,Sub-level 19 Start
2024-10-11 12:07:26.016,Sub-level 20 Start
2024-10-11 11:57:13.245,Sub-level 21 Start
2024-10-11 12:08:04.087,Sub-level 22 Start
2024-10-11 11:57:31.270,Sub-level 23 Start
2024-10-11 12:08:34.207,Sub-level 24 Start
2024-10-11 11:58:17.342,Sub-level 25 Start
2024-10-11 12:09:18.206,Sub-level 26 Start
2024-10-11 11:59:03.349,Sub-level 27 Start
2024-10-11 12:09:52.260,Sub-level 28 Start
2024-10-11 11:59:27.369,Sub-level 29 Start
2024-10-11 12:10:28.319,Sub-level 30 Start
2024-10-11 11:59:57.395,Sub-level 31 Start
2024-10-11 12:10:50.350,Sub-level 32 Start
2024-10-11 12:00:35.456,Sub-level 33 Start
2024-10-11 12:11:06.390,Sub-level 34 Start
2024-10-11 12:00:47.486,Sub-level 35 Start
2024-10-11 12:11:28.417,Sub-level 36 Start
2024-10-11 12:01:11.496,Sub-level 37 Start
2024-10-11 12:11:54.471,Sub-level 38 Start
2024-10-11 12:01:39.512,Sub-level 39 Start
2024-10-11 12:12:14.493,Sub-level 40 Start
2024-10-11 12:01:57.543,Sub-level 41 Start
2024-10-11 12:13:02.568,Sub-level 42 Start
2024-10-11 12:02:35.629,Sub-level 43 Start
2024-10-11 12:13:12.593,Sub-level 44 Start
2024-10-11 12:02:57.614,Sub-level 45 Start
2024-10-11 12:13:36.617,Sub-level 46 Start
2024-10-11 12:14:04.650,Sub-level 47 Start
