timestamp,label
2024-06-27 23:13:03.759,Sub-level 1 Start
2024-06-27 23:13:21.785,Sub-level 2 Start
2024-06-27 23:13:39.815,Sub-level 3 Start
2024-06-27 23:13:57.854,Sub-level 4 Start
2024-06-27 23:14:09.895,Sub-level 5 Start
2024-06-27 23:14:27.931,Sub-level 6 Start
2024-06-27 23:14:39.934,Sub-level 7 Start
2024-06-27 23:15:03.995,Sub-level 8 Start
2024-06-27 23:15:28.012,Sub-level 9 Start
2024-06-27 23:15:46.046,Sub-level 10 Start
2024-06-27 23:16:16.128,Sub-level 11 Start
2024-06-27 23:17:04.190,Sub-level 12 Start
2024-06-27 23:17:34.239,Sub-level 13 Start
2024-06-27 23:18:28.330,Sub-level 14 Start
2024-06-27 23:18:58.412,Sub-level 15 Start
2024-06-27 23:19:28.436,Sub-level 16 Start
2024-06-27 23:19:58.492,Sub-level 17 Start
2024-06-27 23:20:16.527,Sub-level 18 Start
2024-06-27 23:20:40.577,Sub-level 19 Start
2024-06-27 23:21:04.640,Sub-level 20 Start
2024-06-27 23:11:09.658,Sub-level 21 Start
2024-06-27 23:11:51.745,Sub-level 22 Start
