timestamp,label
2024-07-22 13:46:55.777,Sub-level 1 Start
2024-07-22 13:47:11.755,Sub-level 2 Start
2024-07-22 13:47:29.744,Sub-level 3 Start
2024-07-22 13:47:45.761,Sub-level 4 Start
2024-07-22 13:48:03.761,Sub-level 5 Start
2024-07-22 13:48:31.709,Sub-level 6 Start
2024-07-22 13:48:45.732,Sub-level 7 Start
2024-07-22 13:39:45.976,Sub-level 8 Start
2024-07-22 13:40:25.972,Sub-level 9 Start
2024-07-22 13:41:29.953,Sub-level 10 Start
2024-07-22 13:42:17.919,Sub-level 11 Start
2024-07-22 13:42:47.912,Sub-level 12 Start
2024-07-22 13:43:37.885,Sub-level 13 Start
2024-07-22 13:44:05.870,Sub-level 14 Start
2024-07-22 13:44:51.849,Sub-level 15 Start
2024-07-22 13:45:21.835,Sub-level 16 Start
2024-07-22 13:46:23.781,Sub-level 17 Start
