timestamp,label
2023-12-23 08:52:10.307,Sub-level 1 Start
2023-12-23 08:53:04.428,Sub-level 2 Start
2023-12-23 08:53:46.541,Sub-level 3 Start
2023-12-23 08:54:16.597,Sub-level 4 Start
2023-12-23 08:56:04.906,Sub-level 5 Start
2023-12-23 08:56:47.108,Sub-level 6 Start
2023-12-23 08:57:05.077,Sub-level 7 Start
2023-12-23 08:58:11.224,Sub-level 8 Start
2023-12-23 09:00:11.528,Sub-level 9 Start
2023-12-23 09:01:05.667,Sub-level 10 Start
2023-12-23 09:02:23.900,Sub-level 11 Start
2023-12-23 09:03:36.064,Sub-level 12 Start
2023-12-23 09:04:48.250,Sub-level 13 Start
2023-12-23 09:06:24.522,Sub-level 14 Start
2023-12-23 08:48:09.630,Sub-level 15 Start
2023-12-23 08:49:15.802,Sub-level 16 Start
2023-12-23 08:50:10.013,Sub-level 17 Start
2023-12-23 08:51:28.186,Sub-level 18 Start
2023-12-23 09:02:10.307,10-minute mark
