timestamp,label
2023-12-05 00:05:07.395,Sub-level 1 Start
2023-12-05 00:05:37.453,Sub-level 2 Start
2023-12-05 00:05:55.463,Sub-level 3 Start
2023-12-05 00:06:13.477,Sub-level 4 Start
2023-12-05 00:06:31.481,Sub-level 5 Start
2023-12-05 00:06:55.509,Sub-level 6 Start
2023-12-05 00:07:13.524,Sub-level 7 Start
2023-12-05 00:07:49.532,Sub-level 8 Start
2023-12-05 00:09:19.790,Sub-level 9 Start
2023-12-05 00:09:55.822,Sub-level 10 Start
2023-12-05 00:10:43.878,Sub-level 11 Start
2023-12-05 00:11:50.188,Sub-level 12 Start
2023-12-05 00:12:56.270,Sub-level 13 Start
2023-12-05 00:13:38.326,Sub-level 14 Start
2023-12-05 00:14:26.506,Sub-level 15 Start
2023-12-05 00:04:37.370,Sub-level 16 Start
