timestamp,label
2023-12-16 05:12:08.279,Sub-level 1 Start
2023-12-16 05:13:08.407,Sub-level 2 Start
2023-12-16 05:13:50.517,Sub-level 3 Start
2023-12-16 05:14:26.599,Sub-level 4 Start
2023-12-16 05:15:08.705,Sub-level 5 Start
2023-12-16 05:15:38.760,Sub-level 6 Start
2023-12-16 05:16:14.852,Sub-level 7 Start
2023-12-16 05:16:56.979,Sub-level 8 Start
2023-12-16 05:17:51.129,Sub-level 9 Start
2023-12-16 05:18:21.163,Sub-level 10 Start
2023-12-16 05:19:09.297,Sub-level 11 Start
2023-12-16 05:19:33.337,Sub-level 12 Start
2023-12-16 05:22:51.796,Sub-level 13 Start
2023-12-16 05:24:09.964,Sub-level 14 Start
2023-12-16 05:22:08.279,10-minute mark
