timestamp,label
2024-09-16 00:41:16.959,Sub-level 1 Start
2024-09-16 00:41:38.877,Sub-level 2 Start
2024-09-16 00:41:58.962,Sub-level 3 Start
2024-09-16 00:42:29.049,Sub-level 4 Start
2024-09-16 00:42:59.133,Sub-level 5 Start
2024-09-16 00:43:09.142,Sub-level 6 Start
2024-09-16 00:43:37.213,Sub-level 7 Start
2024-09-16 00:46:09.720,Sub-level 8 Start
2024-09-16 00:46:31.787,Sub-level 9 Start
2024-09-16 00:47:25.967,Sub-level 10 Start
2024-09-16 00:47:54.076,Sub-level 11 Start
2024-09-16 00:48:26.175,Sub-level 12 Start
2024-09-16 00:49:00.313,Sub-level 13 Start
2024-09-16 00:49:16.443,Sub-level 14 Start
2024-09-16 00:49:38.434,Sub-level 15 Start
2024-09-16 00:50:22.614,Sub-level 16 Start
2024-09-16 00:50:36.688,Sub-level 17 Start
2024-09-16 00:51:00.761,Sub-level 18 Start
